"";"MXP001691213";"FR0000120503";"GB0030913577";"KYG217651051";"DE0005557508";"NL0000009082";"GB00B8W67662";"ZAE000042164";"FR0000133308";"BE0003810273";"IT0003497168";"ES0178430E18";"GB00B0SWJX34";"NO0010063308";"SE0000667925";"FR0000127771";"GB00BH4HKS39"
"US_IEFA.csv";0;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1
"US_IEMG.csv";1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"US_IEO.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_IEUR.csv";0;1;1;0;1;1;0;0;1;1;1;1;1;1;1;1;1
"US_IEUS.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_IEV.csv";0;1;1;0;1;1;0;0;1;1;1;1;1;1;1;1;1
"US_IEZ.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_IFRA.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_IGE.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_IGF.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_IGM.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_IGN.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_IGRO.csv";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_IGV.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_IHAK.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_IHE.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_IHF.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_IHI.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_IJH.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_IJJ.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_IJK.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_IJR.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_IJS.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_IJT.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_ILF.csv";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_IMTM.csv";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
"US_INDA.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_INDY.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_INTF.csv";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"US_IOO.csv";0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;1
"US_IPAC.csv";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_IPFF.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_IQLT.csv";0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0
"US_IRBO.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"US_ISCF.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_ISZE.csv";0;1;1;0;1;1;0;0;1;1;1;1;1;1;1;1;1
"US_ITA.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_ITB.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_ITOT.csv";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"US_IUSG.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_IUSV.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_IVE.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_IVLU.csv";0;1;1;1;0;0;0;0;1;0;1;1;0;0;1;0;1
"US_IVV.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_IVW.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_IWB.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_IWC.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_IWD.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_IWF.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_IWL.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_IWM.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_IWN.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_IWO.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_IWP.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_IWR.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_IWS.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_IWV.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_IWX.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_IWY.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_IXC.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_IXG.csv";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"US_IXJ.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_IXN.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_IXP.csv";1;0;1;0;1;1;0;0;1;1;1;1;0;1;1;1;1
"US_IXUS.csv";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"US_IYC.csv";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"US_IYE.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_IYF.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_IYG.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_IYH.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_IYJ.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_IYK.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_IYM.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_IYT.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_IYW.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_IYY.csv";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"US_IYZ.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_JKD.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_JKE.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_JKF.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_JKG.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_JKH.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_JKI.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_JKJ.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_JKK.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_JKL.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_JPMV.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_JPXN.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_JXI.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_KSA.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_KXI.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_LRGF.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_MCHI.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_MIDF.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_MTUM.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_MXI.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_OEF.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_PFF.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_PICK.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_QAT.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_QUAL.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_RING.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_RXI.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_SCJ.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_SCZ.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_SDG.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_SIZE.csv";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"US_SLVP.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_SMIN.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_SMLF.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_SMMD.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_SMMV.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_SOXX.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_SUSA.csv";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"US_SUSL.csv";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"US_THD.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_TOK.csv";0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"US_TUR.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_UAE.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_URTH.csv";0;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1
"US_USMV.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_VEGI.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_VLUE.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_WOOD.csv";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"US_XT.csv";0;1;1;0;1;1;0;0;1;1;1;1;1;1;1;0;1
